Row Labels,Count of movie_id,tite
61385,16,Barefoot in the Park
57345,16,Contempt
94963,16,The Dead Pool
95675,16,Women on the Verge of a Nervous Breakdown
53168,16,Pickpocket
50105,16,An Affair to Remember
18773,16,The Circus
67309,16,Klute
74806,16,The Little Girl Who Lives Down the Lane
57058,16,The Fire Within
68555,16,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
22913,16,Freaks
74937,16,Murder by Death
61747,16,Hang 'em High
97815,16,Major League
78767,16,The Amityville Horror
88000,16,Revenge of the Nerds
67866,16,El Topo
67927,16,Vanishing Point
88161,16,Splash
4919484,15,Little Men
3745620,15,Gods
3794028,15,From the Land of the Moon
4895740,15,Frenzy
3917210,15,"Life, Animated"
3532608,15,The Fluffy Movie
3720788,15,The Disappearance of Eleanor Rigby: Her
4015500,15,The Tale
3832096,15,Cabin Fever
4924942,15,The Invisible Guardian
4419364,15,Holidays
4206218,15,The Propaganda Game
3655522,15,Girlhood
4374460,15,Aferim!
5764096,15,Hindi Medium
6408226,15,Newness
3501416,15,Assassination
3908142,15,The Love Witch
5688932,15,Sorry to Bother You
5721088,15,Just Getting Started
5923962,15,Gantz:O
7026672,15,Every Day
5193784,15,Brotherhood
3833822,15,Daft Punk Unchained
2390962,15,The Unknown Known
2978102,15,Term Life
3344922,15,Hungry Hearts
2597892,15,Viral
2539482,15,I Don't Know Whether to Slit My Wrists or Leave Them Long
2374902,15,Metalhead
2400275,15,Goodbye to Language
2599716,15,Police Story 2013
3065132,15,He Named Me Malala
2251281,15,Dark Was the Night
2996684,15,Animal
2782692,15,Ali's Wedding
2968804,15,Drive Hard
2691722,15,The Verdict
3021360,15,Faults
2980626,15,Twinsters
2870808,15,Life Partners
2806788,15,Fukrey
2246565,15,An Honest Liar
2947832,15,Bros Before Hos
3203290,15,Free to Play
2334896,15,The Dirties
3146360,15,Belle and Sebastian
2325002,15,Freezer
3312868,15,Deep Web
2965466,15,Last Shift
2236054,15,Mystery Road
1756851,15,Twixt
1694021,15,Into the Grizzly Maze
1699231,15,Quarantine 2: Terminal
1937449,15,At Any Price
1959438,15,Kiss of the Damned
2088950,15,The Show
1718924,15,A Family Man
1705952,15,Tarzan
2229511,15,Wer
1790834,15,Simon Killer
1807944,15,As I Lay Dying
2106550,15,Mbius
1981140,15,The Rise
1984153,15,Excision
2125501,15,"Electric Boogaloo: The Wild, Untold Story of Cannon Films"
2035630,15,Starlet
1713440,15,Smoke & Mirrors
2042583,15,The Golden Dream
1777551,15,Bobby Fischer Against the World
1316622,15,Wrecked
1194238,15,Polytechnique
1578275,15,The Dilemma
1356864,15,I'm Still Here
1596753,15,Salinger
1613062,15,The Music Never Stopped
1572306,15,Don't Blink
1613092,15,Happy
1405810,15,Loose Cannons
1423894,15,Barney's Version
1320291,15,The Reef
1321509,15,Death at a Funeral
1597522,15,Astrix and Oblix: God Save Britannia
1194263,15,Get Low
1212436,15,The Back-Up Plan
1188982,15,Jai Ho
1323973,15,The Trials of Cate McCall
1555064,15,Country Strong
1490785,15,I Saw the Light
1472584,15,Max Steel
1183923,15,Welcome to the Rileys
1654829,15,Thrse
1231586,15,A Good Old Fashioned Orgy
1588398,15,Sleeping Beauty
1565958,15,Romantics Anonymous
1291547,15,After Porn Ends
1610996,15,Absentia
1185616,15,Waltz with Bashir
1263750,15,Room in Rome
1073498,15,Meet the Spartans
1103982,15,The Girlfriend Experience
790712,15,The Messenger
974554,15,Elegy
910885,15,A Merry Friggin' Christmas
810827,15,Death Note: The Last Name
1172571,15,The Children
997246,15,The Song of Sparrows
844457,15,North Face
1135487,15,Duplicity
899106,15,Love Happens
757361,15,Margot at the Wedding
891592,15,Street Fighter: The Legend of Chun-Li
964539,15,Pathology
869994,15,Paris
1000774,15,Sex and the City
450405,15,Cirque du Freak: The Vampire's Assistant
762073,15,Thirst
436374,15,The Uninvited Guest
1137470,15,Accidental Love
440803,15,Shutter
860907,15,Evangelion: 3.0 You Can (Not) Redo
364930,15,Aileen: Life and Death of a Serial Killer
248845,15,Hedwig and the Angry Inch
297284,15,Mindhunters
346336,15,The Best of Youth
236640,15,Prozac Nation
227984,15,The 51st State
371606,15,Chicken Little
361127,15,The Woodsman
349825,15,Miracle
427969,15,Hollywoodland
346094,15,Distant
259446,15,My Big Fat Greek Wedding
239948,15,Saving Silverman
347304,15,Kal Ho Naa Ho
338188,15,The Missing
264395,15,Basic
377107,15,Proof
425637,15,Red Cliff
411272,15,Mesrine: Public Enemy #1
426578,15,Sophie Scholl: The Final Days
211443,15,Jason X
397078,15,Just My Luck
383216,15,The Pink Panther
280486,15,Bad Company
342172,15,Capturing the Friedmans
230030,15,Bedazzled
294870,15,Rent
119558,15,Lolita
119137,15,Flubber
109635,15,Disclosure
101640,15,Raise the Red Lantern
106770,15,Dragon: The Bruce Lee Story
114787,15,Underground
110116,15,Immortal Beloved
109836,15,Mary Shelley's Frankenstein
104573,15,Juice
101318,15,The Lovers on the Bridge
107034,15,The Good Son
105585,15,Thunderheart
104756,15,Lorenzo's Oil
107798,15,The Pelican Brief
102070,15,Hudson Hawk
119707,15,Mortal Kombat: Annihilation
116313,15,The First Wives Club
113117,15,French Kiss
100054,15,Lord of the Flies
107254,15,Jason Goes to Hell: The Final Friday
107977,15,Robin Hood: Men in Tights
188674,15,Human Traffic
101912,15,Frankie and Johnny
115988,15,The Crucible
105121,15,The People Under the Stairs
120631,15,EverAfter
110729,15,Once Were Warriors
100263,15,La Femme Nikita
113253,15,Halloween: The Curse of Michael Myers
111255,15,The Specialist
112819,15,Dead Presidents
86383,15,Sudden Impact
72308,15,The Towering Inferno
82406,15,The Fox and the Hound
71402,15,Death Wish
64541,15,Kes
83284,15,Escape to Victory
91326,15,"The Karate Kid, Part II"
86320,15,Sleepaway Camp
71615,15,The Holy Mountain
93936,15,The Secret of My Success
95963,15,Red Heat
74156,15,Assault on Precinct 13
96163,15,The Vanishing
77474,15,The Driver
95179,15,Friday the 13th Part VII: The New Blood
96794,15,Always
89791,15,Pee-wee's Big Adventure
57358,15,Winter Light
34248,15,Suspicion
45793,15,From Here to Eternity
93342,15,Where Is My Friend's House?
61578,15,The Dirty Dozen
66473,15,Tora! Tora! Tora!
81375,15,Private Benjamin
85549,15,Flashdance
70355,15,Magnum Force
89941,15,Runaway Train
97027,15,Casualties of War
24184,15,The Invisible Man
61809,15,In Cold Blood
46268,15,The Wages of Fear
58898,15,Alphaville
90887,15,Critters
87553,15,The Killing Fields
56218,15,The Manchurian Candidate
62467,15,Wait Until Dark
